Elevation,Aspect,Slope,Hillshade_Morning,Hillshade_Afternoon,Hillshade_Evening,Distance_To_River,Distance_From_Road,Distance_From_Pollutant,Sector,Soil,Plant_species
3316,66,10,230,219,121,443,842,1180,Sector_2,Soil_36,1
3310,211,11,211,251,175,85,2597,543,Sector_2,Soil_35,1
2571,79,28,243,176,43,108,1047,595,Sector_2,Soil_11,3
3076,260,18,174,247,210,134,2977,1578,Sector_2,Soil_21,2
3452,310,21,159,221,200,212,1442,1816,Sector_1,Soil_37,1
2402,323,24,151,206,191,124,1087,1140,Sector_3,Soil_8,3
3604,16,12,209,214,141,351,1873,1689,Sector_1,Soil_37,1
2237,138,35,247,203,52,108,1633,30,Sector_3,Soil_2,3
3261,297,18,168,232,203,120,4471,691,Sector_2,Soil_29,2
2398,101,19,248,211,83,170,655,661,Sector_3,Soil_0,3
2368,330,25,153,201,183,285,1315,859,Sector_3,Soil_1,3
2432,109,21,250,212,80,30,771,1003,Sector_2,Soil_3,3
2836,342,3,213,235,159,268,2112,1828,Sector_0,Soil_26,4
2397,142,16,241,235,118,192,646,1403,Sector_3,Soil_0,0
3337,212,7,214,247,169,108,3750,1897,Sector_2,Soil_35,1
2979,247,14,189,250,197,85,2012,1253,Sector_2,Soil_20,2
3033,301,17,172,231,198,0,2926,1742,Sector_2,Soil_21,2
2301,358,21,182,196,148,60,1421,781,Sector_3,Soil_8,3
3291,319,25,147,208,197,402,4436,1308,Sector_0,Soil_35,1
3284,55,6,224,227,139,0,4032,3750,Sector_0,Soil_35,1
2580,194,7,219,246,162,60,836,1385,Sector_2,Soil_9,3
2430,310,20,160,221,199,366,1243,684,Sector_3,Soil_8,3
2465,320,20,163,216,191,469,1015,824,Sector_3,Soil_5,3
2748,92,16,243,214,96,30,966,1451,Sector_2,Soil_20,0
3371,69,3,223,233,145,537,1560,2506,Sector_2,Soil_35,1
2968,305,8,198,236,177,30,3218,1354,Sector_2,Soil_20,2
2145,46,28,215,166,69,192,255,503,Sector_3,Soil_8,0
3354,167,9,227,244,149,150,2974,513,Sector_2,Soil_35,1
2934,161,27,235,234,111,631,2321,1825,Sector_2,Soil_3,1
2602,223,31,166,251,206,30,2824,1124,Sector_2,Soil_3,3
2519,314,18,170,223,192,30,721,957,Sector_2,Soil_21,0
2521,213,14,206,253,179,120,1092,1477,Sector_2,Soil_3,3
2316,102,14,243,221,104,342,1015,390,Sector_3,Soil_5,3
2583,173,23,227,244,136,30,573,914,Sector_2,Soil_2,4
3356,158,25,237,235,112,240,3833,3120,Sector_2,Soil_36,1
3185,298,21,155,227,210,330,1597,2248,Sector_2,Soil_29,4
3270,290,11,189,239,190,660,684,2707,Sector_2,Soil_20,4
2396,323,31,128,191,195,85,513,725,Sector_2,Soil_8,0
2346,98,14,242,220,105,42,1392,309,Sector_3,Soil_5,3
2991,247,8,203,246,181,313,6144,5079,Sector_0,Soil_27,4
2298,55,10,226,220,127,30,150,1120,Sector_3,Soil_8,0
2438,310,23,150,217,203,437,830,1140,Sector_3,Soil_8,0
2312,310,27,138,211,208,324,1180,895,Sector_3,Soil_8,0
2853,223,22,185,254,198,234,2804,1123,Sector_2,Soil_3,4
3109,98,13,240,222,110,30,3271,3157,Sector_0,Soil_20,2
2932,129,12,240,232,120,90,4662,1741,Sector_0,Soil_26,4
3277,85,14,240,215,102,153,3415,1284,Sector_2,Soil_19,2
3467,85,10,235,222,118,722,3520,1324,Sector_2,Soil_34,1
2661,315,27,140,207,202,240,1087,671,Sector_2,Soil_30,0
2702,142,15,241,235,119,390,2322,2329,Sector_2,Soil_3,3
2520,126,13,241,231,117,60,1357,1243,Sector_2,Soil_3,3
2331,308,17,173,228,194,30,1025,1431,Sector_3,Soil_8,0
3383,36,15,218,207,121,547,3122,2221,Sector_2,Soil_36,1
2499,75,21,240,197,78,90,1114,934,Sector_2,Soil_8,0
2783,144,26,246,225,92,300,2188,2233,Sector_2,Soil_3,3
3483,48,22,222,186,87,60,1762,1945,Sector_1,Soil_36,1
3355,137,12,238,235,125,569,942,4319,Sector_1,Soil_35,2
2804,61,5,224,229,141,242,3421,5880,Sector_0,Soil_10,4
3000,352,16,191,211,157,124,4993,1074,Sector_0,Soil_26,4
3080,208,11,212,250,172,350,6072,2741,Sector_0,Soil_26,4
3406,313,8,198,234,175,382,1820,674,Sector_2,Soil_35,1
2995,315,7,202,235,172,67,750,1381,Sector_1,Soil_20,2
2505,106,20,249,211,81,180,953,1366,Sector_2,Soil_3,3
2788,331,24,156,202,181,170,1718,1579,Sector_2,Soil_11,0
2939,144,13,238,237,126,95,4610,1801,Sector_0,Soil_26,4
2965,187,6,221,244,159,648,6088,5581,Sector_0,Soil_26,4
3354,88,12,238,220,110,30,2742,659,Sector_2,Soil_32,1
2858,256,6,206,244,176,162,1848,2381,Sector_0,Soil_26,4
1995,132,23,250,221,85,120,201,518,Sector_3,Soil_2,3
2802,59,17,230,203,101,324,342,1590,Sector_0,Soil_27,4
3300,164,11,230,243,144,134,3312,551,Sector_2,Soil_35,2
3402,180,6,223,244,156,404,1832,2268,Sector_2,Soil_29,2
3427,45,3,220,233,150,255,1120,899,Sector_1,Soil_35,1
3420,269,9,196,244,187,30,5297,3872,Sector_2,Soil_35,1
2536,77,6,228,228,134,258,283,1376,Sector_0,Soil_7,4
2300,283,22,155,235,217,60,1401,752,Sector_3,Soil_8,0
3451,301,16,174,232,197,175,5221,4020,Sector_2,Soil_35,1
3460,329,13,187,223,175,666,2131,484,Sector_2,Soil_36,1
2618,61,14,231,210,108,470,1130,812,Sector_2,Soil_9,3
2975,297,3,210,238,166,108,4814,5574,Sector_0,Soil_10,4
2613,72,9,231,223,125,335,365,1266,Sector_0,Soil_10,4
2751,335,15,185,218,172,382,2069,2163,Sector_2,Soil_8,0
2899,27,14,213,210,130,240,3275,2279,Sector_0,Soil_20,4
2544,52,23,225,184,82,30,789,937,Sector_2,Soil_17,0
3372,344,16,186,213,165,874,1195,1905,Sector_2,Soil_35,1
2451,120,17,247,223,98,361,759,1381,Sector_3,Soil_5,0
3126,44,27,215,172,76,297,4702,3225,Sector_0,Soil_26,2
3288,312,12,187,231,184,85,4666,680,Sector_0,Soil_26,4
3340,0,14,199,213,151,467,2970,2202,Sector_2,Soil_37,1
2637,75,17,239,205,91,42,2201,2589,Sector_2,Soil_14,0
3454,18,5,216,229,150,437,1790,1182,Sector_2,Soil_37,1
3016,124,9,235,234,130,242,503,1107,Sector_0,Soil_19,2
2406,276,21,160,239,217,170,1503,566,Sector_3,Soil_8,0
2836,310,16,175,228,192,67,1092,1381,Sector_2,Soil_20,2
2284,126,14,243,229,112,120,216,283,Sector_3,Soil_8,3
2961,171,11,228,245,147,30,1211,481,Sector_2,Soil_11,2
3158,67,6,227,228,135,511,4377,2079,Sector_0,Soil_26,4
2623,358,21,182,196,148,120,1694,2787,Sector_2,Soil_8,0
3284,63,27,232,175,59,90,3817,2053,Sector_0,Soil_35,1
2132,329,27,146,197,185,268,309,553,Sector_3,Soil_8,3
2356,317,33,115,191,205,85,618,658,Sector_3,Soil_8,0
2578,180,26,219,245,142,162,2136,918,Sector_2,Soil_3,3
3009,181,15,224,248,153,30,979,516,Sector_2,Soil_21,4
2932,11,16,202,206,139,242,153,277,Sector_2,Soil_30,2
2775,152,8,230,240,142,309,2771,6743,Sector_0,Soil_10,4
2649,63,8,227,224,131,258,872,1031,Sector_0,Soil_10,4
3302,81,15,239,212,99,0,2496,469,Sector_2,Soil_32,1
2466,326,14,184,224,179,319,376,360,Sector_3,Soil_8,3
2557,120,5,229,235,140,579,1006,1288,Sector_2,Soil_1,3
2485,18,7,215,226,148,0,959,1273,Sector_2,Soil_14,0
3341,172,15,229,246,145,592,4186,2145,Sector_2,Soil_35,1
3140,300,5,205,238,172,162,4443,1283,Sector_0,Soil_26,2
3266,359,13,199,215,152,474,964,2124,Sector_0,Soil_36,1
3050,24,15,211,207,129,417,5431,3733,Sector_0,Soil_26,2
3302,220,24,185,254,196,551,1018,4489,Sector_1,Soil_29,4
3075,139,10,236,237,131,180,721,1466,Sector_2,Soil_29,2
3417,335,20,170,209,176,713,2531,1292,Sector_2,Soil_29,2
3181,324,2,214,236,160,212,648,1271,Sector_2,Soil_20,2
2440,29,31,192,155,80,150,713,780,Sector_2,Soil_8,0
2449,219,16,200,254,186,390,351,1050,Sector_2,Soil_1,3
2857,348,14,193,216,161,218,2641,1731,Sector_0,Soil_26,4
3204,67,15,234,208,102,216,2970,1976,Sector_2,Soil_28,2
3293,334,19,174,212,175,283,2012,458,Sector_2,Soil_36,1
2995,207,11,213,250,171,600,6142,5463,Sector_0,Soil_26,4
3224,150,19,241,236,117,192,757,2080,Sector_1,Soil_11,2
3435,347,16,188,212,162,797,2491,1343,Sector_2,Soil_29,2
2568,266,41,88,219,250,417,450,1082,Sector_2,Soil_3,3
2550,194,8,219,247,162,150,2151,1995,Sector_2,Soil_1,3
2371,186,20,219,250,156,60,60,162,Sector_2,Soil_1,0
2256,282,11,189,241,191,67,466,1812,Sector_3,Soil_3,3
2378,241,27,158,250,220,67,1200,872,Sector_3,Soil_8,0
2782,41,16,221,204,114,67,3168,2409,Sector_0,Soil_17,4
3349,155,5,226,240,149,192,1800,3178,Sector_0,Soil_35,1
2295,349,21,176,199,159,127,964,258,Sector_3,Soil_8,3
2853,340,14,189,218,168,180,1632,1795,Sector_2,Soil_11,0
2250,331,30,135,187,183,256,732,979,Sector_3,Soil_8,0
3262,90,12,239,220,110,180,2706,2742,Sector_0,Soil_27,2
2488,182,22,220,248,149,124,2024,190,Sector_2,Soil_1,3
2487,45,28,214,166,69,255,1448,495,Sector_2,Soil_8,3
3257,119,6,230,235,138,30,3975,2007,Sector_0,Soil_35,1
3356,268,7,201,243,181,60,4984,3664,Sector_2,Soil_35,1
3328,100,16,245,216,96,134,3564,2620,Sector_2,Soil_36,1
2922,139,5,227,238,145,90,1842,551,Sector_2,Soil_29,4
2324,77,22,241,195,74,240,1124,722,Sector_3,Soil_8,0
2148,344,43,101,136,149,95,457,420,Sector_3,Soil_8,3
2730,357,12,200,217,154,283,1639,2096,Sector_2,Soil_9,4
3070,182,24,220,247,147,150,5309,1640,Sector_0,Soil_26,2
2268,283,12,186,240,194,60,1026,1253,Sector_3,Soil_8,0
2041,303,16,174,230,196,458,524,362,Sector_3,Soil_4,3
3390,72,3,223,233,146,509,1860,2443,Sector_2,Soil_29,1
2087,257,28,143,243,230,108,216,212,Sector_3,Soil_4,3
3109,298,6,204,238,173,67,872,1825,Sector_1,Soil_21,2
3309,167,9,228,244,147,180,1847,3143,Sector_0,Soil_35,2
2230,6,47,121,107,89,134,664,513,Sector_3,Soil_8,3
3266,222,6,212,246,171,0,6201,150,Sector_0,Soil_20,2
2356,127,28,252,209,64,324,1020,816,Sector_3,Soil_0,3
3213,52,19,226,195,95,190,1233,1366,Sector_0,Soil_26,2
2227,46,19,222,196,102,247,547,242,Sector_3,Soil_8,0
3336,46,25,218,177,80,0,4624,4179,Sector_2,Soil_20,1
3234,123,12,240,231,120,313,1503,1594,Sector_1,Soil_30,2
2195,122,12,241,230,117,108,150,342,Sector_3,Soil_1,3
2452,0,8,209,226,155,283,1041,888,Sector_3,Soil_5,0
2560,217,17,201,254,185,182,1001,1370,Sector_2,Soil_3,3
3370,81,27,244,181,50,242,2230,1986,Sector_2,Soil_36,1
3225,352,18,186,206,157,277,1369,700,Sector_2,Soil_21,2
2333,319,19,168,219,190,210,1006,926,Sector_3,Soil_8,0
3399,346,20,177,204,162,124,1691,1924,Sector_1,Soil_36,1
2895,290,14,180,237,197,30,2722,2184,Sector_2,Soil_19,2
3024,305,11,189,234,185,825,5811,5716,Sector_0,Soil_10,4
2446,77,11,234,219,115,309,277,433,Sector_3,Soil_1,3
2991,86,10,234,224,120,524,5402,6457,Sector_0,Soil_26,2
2447,72,18,238,202,88,446,730,1421,Sector_3,Soil_8,0
2287,59,19,230,196,90,95,1020,890,Sector_3,Soil_4,0
3149,66,10,230,219,121,362,5428,1100,Sector_0,Soil_26,4
3297,282,14,180,240,199,134,3515,1775,Sector_2,Soil_29,2
2350,308,26,139,213,209,127,342,1542,Sector_3,Soil_8,3
3255,203,2,218,240,159,85,3566,3824,Sector_0,Soil_35,1
3420,207,11,213,250,171,808,2077,1110,Sector_2,Soil_35,1
2351,64,25,233,180,64,85,878,994,Sector_3,Soil_8,0
2717,333,14,188,222,172,30,1368,2268,Sector_2,Soil_9,4
3376,347,18,183,208,162,30,1682,1872,Sector_1,Soil_35,1
2378,237,23,174,252,210,430,785,779,Sector_3,Soil_0,3
2088,301,27,136,217,216,108,446,616,Sector_3,Soil_8,0
3223,295,7,201,238,177,268,2949,700,Sector_2,Soil_29,2
3177,133,27,251,216,75,228,3948,2962,Sector_2,Soil_19,2
2996,171,17,230,245,141,67,691,1434,Sector_2,Soil_30,4
2825,10,13,205,213,143,180,2125,1165,Sector_2,Soil_11,4
3251,282,23,150,234,221,108,3918,1366,Sector_0,Soil_26,1
3047,74,6,228,228,135,270,3472,5555,Sector_0,Soil_17,2
2347,338,16,183,216,170,0,402,684,Sector_2,Soil_12,0
2756,346,17,184,210,163,85,2777,2630,Sector_0,Soil_26,4
2382,336,22,165,203,175,277,1129,1321,Sector_3,Soil_8,0
3223,43,27,213,169,75,630,830,1964,Sector_0,Soil_27,1
2342,293,22,152,229,214,67,256,268,Sector_2,Soil_12,0
3193,321,21,160,214,191,474,1744,3229,Sector_0,Soil_26,2
3408,156,6,228,241,147,730,750,430,Sector_1,Soil_37,1
3019,67,12,232,215,113,30,1142,1440,Sector_2,Soil_29,2
3078,330,16,179,218,177,67,3391,2947,Sector_2,Soil_21,2
2134,79,26,243,183,53,170,1110,408,Sector_3,Soil_0,3
3158,36,13,219,211,126,660,1746,2539,Sector_2,Soil_28,2
3250,64,23,234,187,73,127,2544,391,Sector_2,Soil_36,1
2004,283,6,202,240,177,270,360,872,Sector_3,Soil_0,0
2303,280,41,79,206,248,150,297,1365,Sector_3,Soil_8,3
2811,137,10,236,236,131,67,3444,6157,Sector_0,Soil_17,4
2995,338,11,196,225,167,560,5032,5316,Sector_0,Soil_21,4
3359,277,10,192,242,189,247,3878,1982,Sector_2,Soil_35,1
2574,327,5,208,234,165,418,685,1065,Sector_3,Soil_5,3
2284,4,18,194,203,144,0,942,752,Sector_3,Soil_8,3
2238,114,31,254,193,41,67,1660,190,Sector_3,Soil_2,3
3457,61,28,229,169,54,277,1507,1509,Sector_1,Soil_36,1
3737,1,17,194,206,148,1074,5020,3164,Sector_2,Soil_37,1
2649,148,12,236,239,132,30,2197,2495,Sector_2,Soil_3,0
2412,311,21,160,220,199,192,1116,779,Sector_3,Soil_8,0
2459,102,23,251,204,69,134,832,752,Sector_3,Soil_0,3
3386,131,15,243,231,112,124,4288,4025,Sector_2,Soil_30,1
2996,242,14,193,251,195,150,1986,1328,Sector_2,Soil_20,2
2581,346,14,191,217,163,153,1116,1242,Sector_2,Soil_9,4
2417,102,23,251,202,66,190,612,534,Sector_3,Soil_0,3
2302,68,32,234,161,35,60,1036,1130,Sector_3,Soil_3,0
3381,81,17,241,208,92,67,2794,693,Sector_2,Soil_32,1
3392,174,16,228,247,146,390,1530,721,Sector_2,Soil_37,1
3310,120,20,250,219,88,234,2538,2631,Sector_0,Soil_27,1
3198,74,24,240,187,65,313,1266,1260,Sector_0,Soil_27,1
2922,21,16,208,205,130,480,3240,702,Sector_2,Soil_8,4
3101,156,8,229,241,145,85,589,1785,Sector_0,Soil_20,2
2689,334,24,157,200,178,30,1429,1773,Sector_2,Soil_11,0
3190,233,2,215,241,163,42,5792,1566,Sector_0,Soil_16,4
2383,331,29,138,189,182,108,787,1087,Sector_3,Soil_8,0
3333,40,26,212,172,81,218,2263,1208,Sector_2,Soil_36,1
2328,101,21,250,206,74,42,297,765,Sector_3,Soil_3,3
2515,178,8,224,245,155,216,957,927,Sector_2,Soil_1,3
3453,333,31,133,183,179,339,1080,1627,Sector_1,Soil_36,1
2532,211,6,216,245,166,30,2163,2081,Sector_2,Soil_14,0
2677,41,9,221,219,132,67,1752,5412,Sector_0,Soil_26,4
3387,346,11,199,223,162,874,1265,1789,Sector_2,Soil_35,1
3014,352,7,208,228,158,108,4318,626,Sector_0,Soil_26,4
3400,292,10,191,238,187,120,2402,2568,Sector_2,Soil_35,1
2678,58,10,228,218,123,335,987,1055,Sector_2,Soil_9,3
2464,90,1,221,236,151,0,30,1266,Sector_2,Soil_8,0
2827,176,7,224,244,154,30,1187,2439,Sector_2,Soil_17,2
3187,347,6,208,230,160,459,2596,247,Sector_2,Soil_20,2
3126,16,8,213,223,146,30,3182,5098,Sector_0,Soil_26,2
2561,200,10,216,249,167,582,659,849,Sector_2,Soil_1,3
2065,240,22,174,252,211,300,553,953,Sector_3,Soil_0,0
2419,89,19,245,207,84,390,847,834,Sector_3,Soil_1,3
2529,128,15,244,229,110,270,272,366,Sector_2,Soil_3,3
3421,91,11,237,223,117,774,2072,1667,Sector_0,Soil_32,1
3085,265,11,191,245,193,0,1581,983,Sector_2,Soil_18,2
2985,124,7,232,235,136,390,4878,6323,Sector_0,Soil_10,4
3328,131,9,235,235,132,120,1290,1450,Sector_2,Soil_28,2
2391,146,5,228,239,145,0,847,1173,Sector_2,Soil_3,0
2391,346,12,197,221,162,190,914,720,Sector_3,Soil_8,0
3353,111,34,254,181,25,153,3776,2632,Sector_0,Soil_37,1
2188,119,28,254,202,55,30,1401,524,Sector_3,Soil_1,0
2207,228,17,193,253,194,30,1057,594,Sector_3,Soil_0,3
2423,164,7,227,242,149,0,1744,234,Sector_2,Soil_13,0
2421,115,26,254,204,60,67,671,335,Sector_3,Soil_0,3
2310,153,13,236,240,132,127,108,301,Sector_3,Soil_9,3
2284,309,20,163,223,199,90,1604,751,Sector_3,Soil_1,0
2473,70,18,237,203,91,210,1507,437,Sector_2,Soil_8,3
3229,81,10,234,222,118,170,2998,2489,Sector_0,Soil_26,2
3406,150,5,227,240,147,30,3136,1034,Sector_2,Soil_32,1
3187,108,22,251,208,73,170,902,760,Sector_2,Soil_36,1
2620,77,14,237,212,103,484,1100,842,Sector_2,Soil_3,3
3570,63,26,232,179,63,319,1615,1503,Sector_1,Soil_37,1
2807,39,10,221,218,131,510,2285,2451,Sector_0,Soil_10,4
3356,236,2,216,240,162,309,904,2041,Sector_2,Soil_29,1
3397,108,20,250,212,81,780,765,301,Sector_1,Soil_35,1
2691,151,20,241,235,113,285,1158,2420,Sector_0,Soil_27,4
2370,48,15,224,206,113,350,983,1301,Sector_3,Soil_0,3
2567,40,7,221,224,138,60,1768,1889,Sector_2,Soil_1,0
2929,95,11,238,224,116,283,808,997,Sector_2,Soil_30,2
2150,291,28,132,222,225,190,638,858,Sector_3,Soil_8,0
2958,108,12,240,226,114,60,2555,1734,Sector_2,Soil_19,2
2133,353,20,182,201,154,30,1290,450,Sector_3,Soil_12,0
3152,271,26,141,237,229,162,2107,3194,Sector_0,Soil_26,2
2462,176,19,226,247,145,0,417,1101,Sector_2,Soil_14,0
3379,56,7,225,225,134,153,3019,1581,Sector_2,Soil_35,1
2242,9,31,170,163,116,242,618,931,Sector_3,Soil_8,0
2416,14,23,193,187,124,85,1215,870,Sector_2,Soil_8,3
3406,158,7,228,241,147,841,1379,1019,Sector_1,Soil_28,2
3221,14,9,212,222,147,391,4441,1681,Sector_0,Soil_26,2
2123,12,32,170,159,110,255,277,524,Sector_3,Soil_8,0
2209,312,38,96,184,213,30,658,524,Sector_3,Soil_8,0
2683,153,5,227,240,148,331,1826,2632,Sector_2,Soil_1,0
2057,305,44,66,174,226,182,212,150,Sector_3,Soil_8,3
3380,190,15,219,250,161,212,2086,765,Sector_2,Soil_35,1
3067,0,4,213,232,156,485,5826,4188,Sector_0,Soil_26,4
2173,339,27,152,190,171,175,1019,752,Sector_3,Soil_8,0
2956,216,8,212,248,173,277,2442,2006,Sector_2,Soil_29,4
3334,338,26,154,193,172,108,3449,2376,Sector_2,Soil_21,1
3292,343,20,176,205,166,382,4457,1172,Sector_2,Soil_36,2
2413,57,22,229,189,82,85,600,470,Sector_3,Soil_5,3
2339,350,28,157,180,152,42,1317,819,Sector_3,Soil_8,0
3132,100,9,236,227,122,134,3003,3254,Sector_0,Soil_27,2
3380,93,16,243,214,96,598,1819,1806,Sector_0,Soil_32,1
3146,0,17,193,206,148,234,1230,255,Sector_2,Soil_21,2
3128,274,12,189,243,193,192,1265,1806,Sector_2,Soil_29,4
3206,152,17,239,238,122,270,2184,1642,Sector_2,Soil_24,2
3014,33,5,219,229,147,170,4981,3878,Sector_0,Soil_26,2
3213,166,12,230,244,143,150,2253,1650,Sector_2,Soil_24,2
3288,352,11,200,221,159,85,1421,757,Sector_0,Soil_35,2
3243,184,15,223,249,155,180,2906,2402,Sector_0,Soil_26,1
2949,211,24,192,254,187,301,1846,999,Sector_2,Soil_11,4
3256,53,14,227,208,111,323,1742,1168,Sector_2,Soil_36,1
3344,324,8,200,231,171,60,2846,2233,Sector_0,Soil_35,1
2370,303,22,154,223,207,362,997,966,Sector_3,Soil_8,0
2155,326,30,133,192,191,175,534,750,Sector_3,Soil_8,0
3361,189,12,220,249,160,551,4461,2590,Sector_2,Soil_30,1
3846,15,3,217,233,154,973,4713,2765,Sector_2,Soil_37,1
3399,312,11,189,232,183,470,1663,2084,Sector_2,Soil_29,2
3337,325,11,191,227,176,242,5072,3301,Sector_2,Soil_35,1
3041,101,18,247,214,89,67,834,2084,Sector_0,Soil_26,2
2727,143,20,244,231,106,67,1380,2522,Sector_2,Soil_8,4
2692,118,14,243,227,110,212,2254,2132,Sector_2,Soil_8,0
3031,9,17,198,203,139,42,1140,1008,Sector_2,Soil_20,4
2634,141,13,238,236,125,30,1718,283,Sector_2,Soil_3,3
3091,324,13,188,226,178,60,1440,2486,Sector_2,Soil_21,2
2893,335,22,166,206,175,553,2826,1809,Sector_0,Soil_26,4
2992,322,10,194,230,176,201,547,942,Sector_1,Soil_19,4
1994,57,14,229,210,111,85,306,450,Sector_3,Soil_5,3
3170,262,14,185,246,199,124,1294,1279,Sector_1,Soil_37,2
3429,239,7,207,246,176,845,2096,1084,Sector_2,Soil_35,1
3136,314,15,177,226,189,120,3273,5003,Sector_0,Soil_26,2
2694,326,18,172,217,183,150,2571,1236,Sector_2,Soil_8,4
2728,32,11,218,217,134,612,1289,787,Sector_0,Soil_10,4
3227,20,14,209,209,134,180,3421,2248,Sector_2,Soil_28,2
2702,334,20,171,210,176,120,800,2110,Sector_2,Soil_30,4
2228,313,19,166,222,195,85,1338,618,Sector_3,Soil_8,0
3084,17,16,206,206,134,560,1557,3436,Sector_2,Soil_28,2
2436,2,17,194,206,147,30,674,1194,Sector_3,Soil_8,0
2146,201,29,195,250,173,285,511,402,Sector_3,Soil_0,3
2690,38,10,220,217,131,153,2136,1984,Sector_2,Soil_8,0
2463,336,32,134,179,174,124,1063,1040,Sector_2,Soil_8,0
2350,272,22,155,240,221,335,366,660,Sector_3,Soil_8,3
2601,7,22,188,191,134,60,1773,2831,Sector_2,Soil_8,0
3187,27,6,217,226,145,42,1974,1698,Sector_1,Soil_16,2
2208,132,31,251,207,59,216,677,696,Sector_3,Soil_5,3
2796,285,7,202,240,178,270,1347,671,Sector_2,Soil_29,4
3321,313,15,178,227,189,726,3394,1074,Sector_2,Soil_36,2
2469,258,21,167,247,216,30,832,553,Sector_3,Soil_8,4
2558,52,17,226,202,104,210,1426,1436,Sector_2,Soil_3,3
3379,46,18,223,197,103,560,3475,1632,Sector_2,Soil_36,1
3428,319,15,179,225,185,541,2028,589,Sector_2,Soil_35,1
2128,272,29,132,234,234,67,811,255,Sector_3,Soil_8,3
3309,354,11,201,220,157,162,4113,3937,Sector_0,Soil_35,1
3255,1,18,191,202,146,0,5904,488,Sector_0,Soil_35,2
3419,290,9,195,239,183,997,1207,1937,Sector_2,Soil_35,2
2359,330,18,175,216,179,0,1388,400,Sector_3,Soil_8,0
2977,246,14,191,250,196,351,1570,1380,Sector_2,Soil_28,4
2508,317,29,132,201,202,361,1087,899,Sector_2,Soil_8,3
3364,83,6,228,230,137,430,1173,2482,Sector_2,Soil_29,1
3259,48,19,224,196,100,216,3523,582,Sector_2,Soil_29,1
2705,307,17,170,227,197,190,1921,2200,Sector_2,Soil_8,0
2697,235,33,146,247,222,60,2588,1746,Sector_2,Soil_3,4
3339,82,22,244,196,71,90,2349,2131,Sector_2,Soil_36,2
2425,64,28,232,170,51,108,708,691,Sector_2,Soil_8,0
3394,171,12,228,245,147,404,2173,573,Sector_2,Soil_35,1
3363,74,4,225,231,142,457,1084,2472,Sector_2,Soil_29,1
2278,125,8,233,235,134,256,663,466,Sector_3,Soil_1,3
3299,74,13,235,215,109,433,789,1114,Sector_2,Soil_36,1
3058,106,25,252,202,63,210,570,1412,Sector_0,Soil_27,2
3290,331,21,168,210,179,268,1972,450,Sector_2,Soil_36,1
3207,59,3,221,233,148,860,1173,2223,Sector_2,Soil_29,2
2537,30,24,205,181,101,85,1224,1597,Sector_2,Soil_8,3
2022,340,15,188,217,168,342,631,849,Sector_3,Soil_0,0
3416,348,9,203,225,161,612,1492,1471,Sector_2,Soil_35,1
2500,7,12,205,216,148,85,1710,1682,Sector_2,Soil_14,0
3331,4,15,199,210,147,511,2885,2195,Sector_2,Soil_37,1
3366,245,10,200,248,185,124,4957,3726,Sector_2,Soil_35,1
3357,174,23,227,244,137,90,1909,957,Sector_2,Soil_36,1
2742,221,29,172,252,202,228,524,1573,Sector_2,Soil_11,4
2103,314,26,141,208,203,175,228,616,Sector_3,Soil_8,3
2613,325,24,152,205,188,120,703,2165,Sector_0,Soil_26,4
3191,6,16,198,207,144,30,4082,1405,Sector_0,Soil_35,1
3268,238,19,182,253,204,684,3944,760,Sector_2,Soil_31,4
2589,117,11,238,230,121,256,1816,1982,Sector_2,Soil_9,3
3374,339,14,190,219,168,751,1276,1589,Sector_2,Soil_35,1
3418,325,20,165,213,186,780,2496,1289,Sector_2,Soil_29,2
2358,83,16,241,210,94,295,1006,981,Sector_3,Soil_2,3
2631,90,31,249,175,31,60,1423,1396,Sector_2,Soil_2,3
3408,97,23,250,201,68,390,2131,3427,Sector_0,Soil_37,1
3413,315,12,189,230,181,404,5302,3367,Sector_2,Soil_35,1
2206,33,36,189,140,61,150,743,636,Sector_3,Soil_8,0
2111,322,31,126,192,197,42,841,854,Sector_3,Soil_8,0
3339,240,27,160,250,219,631,3330,2800,Sector_0,Soil_26,2
2306,345,13,193,218,164,277,1207,892,Sector_3,Soil_5,3
3029,39,6,220,227,142,30,2012,1530,Sector_0,Soil_20,2
2798,36,10,219,217,132,180,2063,2547,Sector_0,Soil_20,4
3283,100,10,237,227,120,362,2691,3187,Sector_2,Soil_36,1
2684,74,12,235,217,112,446,1006,1865,Sector_0,Soil_10,4
2764,147,16,239,237,123,90,1087,825,Sector_2,Soil_1,3
2577,244,38,118,237,236,319,570,1195,Sector_2,Soil_3,3
2487,57,27,227,172,62,295,616,1087,Sector_2,Soil_8,0
3192,207,17,207,253,177,899,4141,1385,Sector_2,Soil_28,4
2516,218,29,177,252,197,30,1689,443,Sector_2,Soil_3,3
3496,16,9,212,222,146,470,1261,1784,Sector_1,Soil_37,1
2421,12,19,197,197,132,67,417,1260,Sector_3,Soil_9,0
3296,75,11,234,218,115,531,666,1140,Sector_2,Soil_36,1
3075,133,8,234,236,134,256,1552,819,Sector_2,Soil_29,4
2143,30,20,210,193,112,150,384,309,Sector_3,Soil_8,0
3165,259,7,203,244,180,212,2063,752,Sector_2,Soil_29,2
2380,270,25,147,239,227,60,192,216,Sector_2,Soil_12,0
2804,130,8,234,236,133,218,968,849,Sector_2,Soil_1,3
3004,355,9,206,224,157,633,4149,4420,Sector_0,Soil_26,4
